gene,sig_tissues,n_sig_tissues,lymphoid_fdr,tier
AMOTL1,"skeletal muscle, tongue",2,,3_vital
AMOTL2,adipose tissue,1,,2_restricted
AMPD1,skeletal muscle,1,,3_vital
AMPD2,basal ganglia,1,,3_vital
AMPD3,"bone marrow, skeletal muscle",2,0.00016661467567330112,3_vital
AMPH,"cerebellum, cerebral cortex, retina",3,,3_vital
AMT,liver,1,,3_vital
AMTN,tonsil,1,1.1101917558451158e-22,1a_lymphoid
AMY1A,salivary gland,1,,2_restricted
AMY1B,salivary gland,1,,2_restricted
AMY1C,salivary gland,1,,2_restricted
AMY2A,pancreas,1,,3_vital
AMY2B,pancreas,1,,3_vital
AMZ1,"amygdala, cerebral cortex",2,,3_vital
AMZ2,testis,1,,1b_testis_CT
ANAPC1,,0,,4_broad
ANAPC10,testis,1,,1b_testis_CT
ANAPC11,skeletal muscle,1,,3_vital
ANAPC13,,0,,4_broad
ANAPC15,,0,,4_broad
ANAPC16,skeletal muscle,1,,3_vital
ANAPC2,,0,,4_broad
ANAPC4,fallopian tube,1,,2_restricted
ANAPC5,skeletal muscle,1,,3_vital
ANAPC7,esophagus,1,,2_restricted
ANG,liver,1,,3_vital
ANGEL1,"pancreas, testis",2,,3_vital
ANGEL2,basal ganglia,1,,3_vital
ANGPT1,seminal vesicle,1,,2_restricted
ANGPT2,blood vessel,1,,2_restricted
ANGPT4,"adipose tissue, breast",2,,2_restricted
ANGPTL1,placenta,1,,2_restricted
ANGPTL2,adipose tissue,1,,2_restricted
ANGPTL3,liver,1,,3_vital
ANGPTL4,"adipose tissue, breast, liver",3,,3_vital
ANGPTL5,ovary,1,,2_restricted
ANGPTL6,liver,1,,3_vital
ANGPTL7,"adipose tissue, blood vessel",2,,2_restricted
ANGPTL8,liver,1,,3_vital
ANHX,testis,1,,1b_testis_CT
ANK1,"skeletal muscle, tongue",2,,3_vital
ANK2,"retina, skeletal muscle",2,,3_vital
ANK3,,0,,4_broad
ANKAR,testis,1,,1b_testis_CT
ANKDD1A,"adrenal gland, blood vessel",2,,3_vital
ANKDD1B,fallopian tube,1,,2_restricted
ANKEF1,pancreas,1,,3_vital
ANKFN1,"cervix, fallopian tube",2,,2_restricted
ANKFY1,colon,1,,2_restricted
ANKH,,0,,4_broad
ANKHD1,,0,,4_broad
ANKHD1-EIF4EBP3,,0,,4_broad
ANKIB1,kidney,1,,3_vital
ANKK1,"pituitary gland, skin",2,,3_vital
ANKLE1,bone marrow,1,9.24032417099179e-29,1a_lymphoid
ANKLE2,testis,1,,1b_testis_CT
ANKMY1,"fallopian tube, testis",2,,2_restricted
ANKMY2,heart muscle,1,,3_vital
ANKRA2,,0,,4_broad
ANKRD1,heart muscle,1,,3_vital
ANKRD10,skeletal muscle,1,,3_vital
ANKRD11,,0,,4_broad
ANKRD12,,0,,4_broad
ANKRD13A,"testis, tonsil",2,0.005675877896887804,1a_lymphoid
ANKRD13B,cerebellum,1,,3_vital
ANKRD13C,cerebellum,1,,3_vital
ANKRD13D,hippocampal formation,1,,3_vital
ANKRD16,testis,1,,1b_testis_CT
ANKRD17,retina,1,,3_vital
ANKRD18A,bone marrow,1,5.0321504154106876e-15,1a_lymphoid
ANKRD18B,cerebellum,1,,3_vital
ANKRD2,"skeletal muscle, tongue",2,,3_vital
ANKRD20A1,testis,1,,1b_testis_CT
ANKRD22,"skin, stomach",2,,2_restricted
ANKRD23,skeletal muscle,1,,3_vital
ANKRD24,cerebral cortex,1,,3_vital
ANKRD26,retina,1,,3_vital
ANKRD27,skeletal muscle,1,,3_vital
ANKRD28,epididymis,1,,2_restricted
ANKRD29,lung,1,,3_vital
ANKRD30A,breast,1,,2_restricted
ANKRD30B,testis,1,,1b_testis_CT
ANKRD30BL,testis,1,,1b_testis_CT
ANKRD31,testis,1,,1b_testis_CT
ANKRD33,retina,1,,3_vital
ANKRD33B,retina,1,,3_vital
ANKRD34A,"cerebellum, cerebral cortex",2,,3_vital
ANKRD34B,basal ganglia,1,,3_vital
ANKRD34C,"cerebellum, hypothalamus",2,,3_vital
ANKRD35,skin,1,,2_restricted
ANKRD36,retina,1,,3_vital
ANKRD36B,bone marrow,1,4.554474017831959e-06,1a_lymphoid
ANKRD36C,"bone marrow, salivary gland",2,0.0034981231777598703,1a_lymphoid
ANKRD37,blood vessel,1,,2_restricted
ANKRD39,,0,,4_broad
ANKRD40,"midbrain, spinal cord",2,,3_vital
ANKRD40CL,"duodenum, small intestine",2,,2_restricted
ANKRD42,testis,1,,1b_testis_CT
ANKRD44,"lymph node, tonsil",2,0.0027179309726926186,1a_lymphoid
ANKRD45,"fallopian tube, parathyroid gland",2,,2_restricted
ANKRD46,skeletal muscle,1,,3_vital
ANKRD49,bone marrow,1,0.005290848066922393,1a_lymphoid
ANKRD50,,0,,4_broad
ANKRD52,skeletal muscle,1,,3_vital
ANKRD53,testis,1,,1b_testis_CT
ANKRD54,choroid plexus,1,,3_vital
ANKRD55,testis,1,,1b_testis_CT
ANKRD6,cerebellum,1,,3_vital
ANKRD60,testis,1,,1b_testis_CT
ANKRD61,"bone marrow, testis",2,1.3617185072273664e-06,1a_lymphoid
ANKRD62,"pancreas, testis",2,,3_vital
ANKRD63,basal ganglia,1,,3_vital
ANKRD65,spinal cord,1,,3_vital
ANKRD66,fallopian tube,1,,2_restricted
ANKRD7,testis,1,,1b_testis_CT
ANKRD9,"heart muscle, skeletal muscle",2,,3_vital
ANKS1A,,0,,4_broad
ANKS1B,"basal ganglia, cerebral cortex",2,,3_vital
ANKS3,,0,,4_broad
ANKS4B,"liver, small intestine",2,,3_vital
ANKS6,cerebellum,1,,3_vital
ANKUB1,"choroid plexus, fallopian tube",2,,3_vital
ANKZF1,cerebellum,1,,3_vital
ANLN,spinal cord,1,,3_vital
ANO1,"epididymis, seminal vesicle",2,,2_restricted
ANO10,"duodenum, small intestine",2,,2_restricted
ANO2,retina,1,,3_vital
ANO3,"basal ganglia, epididymis",2,,3_vital
ANO4,adrenal gland,1,,3_vital
ANO5,"skeletal muscle, tongue",2,,3_vital
ANO6,adipose tissue,1,,2_restricted
ANO7,prostate,1,,2_restricted
ANO8,cerebellum,1,,3_vital
ANO9,"duodenum, skin, small intestine",3,,2_restricted
ANOS1,lung,1,,3_vital
ANP32A,thymus,1,0.0007087562723288545,1a_lymphoid
ANP32B,"bone marrow, spinal cord",2,0.009402090602527537,3_vital
ANP32D,"ovary, testis",2,,2_restricted
ANP32E,"retina, thymus",2,0.045842473936608646,3_vital
ANPEP,"duodenum, small intestine",2,,2_restricted
ANTKMT,,0,,4_broad
ANTXR1,blood vessel,1,,2_restricted
ANTXR2,,0,,4_broad
ANTXRL,testis,1,,1b_testis_CT
ANXA1,esophagus,1,,2_restricted
ANXA10,stomach,1,,2_restricted
ANXA11,,0,,4_broad
ANXA13,"duodenum, small intestine",2,,2_restricted
ANXA2,esophagus,1,,2_restricted
ANXA2R,"lymph node, thymus",2,0.010238570979680521,1a_lymphoid
ANXA3,bone marrow,1,3.6660873514253746e-11,1a_lymphoid
ANXA4,"gallbladder, pancreas",2,,3_vital
ANXA5,,0,,4_broad
ANXA6,,0,,4_broad
ANXA7,"parathyroid gland, skeletal muscle",2,,3_vital
ANXA8,"esophagus, skin",2,,2_restricted
ANXA8L1,"esophagus, skin",2,,2_restricted
ANXA9,pancreas,1,,3_vital
AOAH,spleen,1,4.227589681501398e-06,1a_lymphoid
AOC1,placenta,1,,2_restricted
AOC2,"adipose tissue, testis",2,,2_restricted
AOC3,"adipose tissue, blood vessel",2,,2_restricted
AOPEP,skin,1,,2_restricted
AOX1,liver,1,,3_vital
AP1AR,parathyroid gland,1,,2_restricted
AP1B1,,0,,4_broad
AP1G1,bone marrow,1,4.4475410962967586e-07,1a_lymphoid
AP1G2,"cerebellum, pituitary gland",2,,3_vital
AP1M1,liver,1,,3_vital
AP1M2,,0,,4_broad
AP1S1,"basal ganglia, cerebral cortex",2,,3_vital
AP1S2,epididymis,1,,2_restricted
AP1S3,epididymis,1,,2_restricted
AP2A1,,0,,4_broad
AP2A2,cerebellum,1,,3_vital
AP2B1,parathyroid gland,1,,2_restricted
AP2M1,cerebral cortex,1,,3_vital
AP2S1,esophagus,1,,2_restricted
AP3B1,pituitary gland,1,,3_vital
AP3B2,"cerebellum, cerebral cortex",2,,3_vital
AP3D1,pancreas,1,,3_vital
AP3M1,,0,,4_broad
AP3M2,retina,1,,3_vital
AP3S1,bone marrow,1,0.028798998503174047,1a_lymphoid
AP3S2,,0,,4_broad
AP4B1,,0,,4_broad
AP4E1,skeletal muscle,1,,3_vital
AP4M1,testis,1,,1b_testis_CT
AP4S1,testis,1,,1b_testis_CT
AP5B1,bone marrow,1,2.0879396252455232e-17,1a_lymphoid
AP5M1,,0,,4_broad
AP5S1,skeletal muscle,1,,3_vital
AP5Z1,skin,1,,2_restricted
APAF1,bone marrow,1,5.685449770317115e-16,1a_lymphoid
APBA1,cerebral cortex,1,,3_vital
APBA2,"cerebellum, cerebral cortex",2,,3_vital
APBA3,skeletal muscle,1,,3_vital
APBB1,"cerebellum, cerebral cortex",2,,3_vital
APBB1IP,thymus,1,8.474887037105606e-10,1a_lymphoid
APBB2,adipose tissue,1,,2_restricted
APBB3,cerebellum,1,,3_vital
APC,"amygdala, cerebral cortex, hippocampal formation",3,,3_vital
APC2,"cerebellum, cerebral cortex",2,,3_vital
APCDD1,skin,1,,2_restricted
APCDD1L,salivary gland,1,,2_restricted
APCS,liver,1,,3_vital
APEH,"skeletal muscle, tongue",2,,3_vital
APELA,prostate,1,,2_restricted
APEX1,ovary,1,,2_restricted
APEX2,esophagus,1,,2_restricted
APH1A,,0,,4_broad
APH1B,testis,1,,1b_testis_CT
API5,,0,,4_broad
APIP,skeletal muscle,1,,3_vital
APLF,skin,1,,2_restricted
APLN,placenta,1,,2_restricted
APLNR,"placenta, spleen",2,0.0006146719758324831,1a_lymphoid
APLP1,spinal cord,1,,3_vital
APLP2,thyroid gland,1,,2_restricted
APMAP,liver,1,,3_vital
APOA1,liver,1,,3_vital
APOA2,liver,1,,3_vital
APOA4,"duodenum, small intestine",2,,2_restricted
APOA5,liver,1,,3_vital
APOB,liver,1,,3_vital
APOBEC1,"duodenum, small intestine",2,,2_restricted
APOBEC2,skeletal muscle,1,,3_vital
APOBEC3A,bone marrow,1,1.9228885781065106e-11,1a_lymphoid
APOBEC3B,bone marrow,1,1.0048360353546045e-09,1a_lymphoid
APOBEC3C,tonsil,1,0.037416803388551204,1a_lymphoid
APOBEC3D,"lymph node, spleen, tonsil",3,0.0048158193772409605,1a_lymphoid
APOBEC3F,"lymph node, tonsil",2,0.008341462196123896,1a_lymphoid
APOBEC3G,lymph node,1,0.0017531885359125842,1a_lymphoid
APOBEC3H,,0,,4_broad
APOBEC4,"fallopian tube, testis",2,,2_restricted
APOBR,"bone marrow, spleen",2,0.0004271075478444984,1a_lymphoid
APOC1,liver,1,,3_vital
APOC2,liver,1,,3_vital
APOC3,liver,1,,3_vital
APOC4,liver,1,,3_vital
APOC4-APOC2,liver,1,,3_vital
APOD,"breast, choroid plexus",2,,3_vital
APOE,liver,1,,3_vital
APOF,liver,1,,3_vital
APOH,liver,1,,3_vital
APOL1,liver,1,,3_vital
APOL2,,0,,4_broad
APOL3,spleen,1,0.005591606793864757,1a_lymphoid
APOL4,"lung, prostate",2,,3_vital
APOL5,"skeletal muscle, tongue",2,,3_vital
APOL6,liver,1,,3_vital
APOLD1,adipose tissue,1,,2_restricted
APOM,liver,1,,3_vital
APOO,choroid plexus,1,,3_vital
APOOL,"skeletal muscle, tongue",2,,3_vital
APP,cerebral cortex,1,,3_vital
APPBP2,testis,1,,1b_testis_CT
APPL1,skeletal muscle,1,,3_vital
APPL2,skin,1,,2_restricted
APRT,,0,,4_broad
APTX,liver,1,,3_vital
AQP1,"blood vessel, choroid plexus",2,,3_vital
AQP10,"duodenum, small intestine",2,,2_restricted
AQP11,"duodenum, small intestine",2,,2_restricted
AQP12A,pancreas,1,,3_vital
AQP12B,pancreas,1,,3_vital
AQP2,kidney,1,,3_vital
AQP3,esophagus,1,,2_restricted
AQP4,"amygdala, cerebral cortex",2,,3_vital
AQP5,salivary gland,1,,2_restricted
AQP6,kidney,1,,3_vital
AQP7,adipose tissue,1,,2_restricted
AQP7B,adipose tissue,1,,2_restricted
AQP8,pancreas,1,,3_vital
AQP9,liver,1,,3_vital
AQR,retina,1,,3_vital
AR,liver,1,,3_vital
ARAF,skeletal muscle,1,,3_vital
ARAP1,"bone marrow, spleen",2,0.00021063491218994914,1a_lymphoid
ARAP2,bone marrow,1,2.685626575940707e-05,1a_lymphoid
ARAP3,lung,1,,3_vital
ARC,pituitary gland,1,,3_vital
ARCN1,"epididymis, pancreas",2,,3_vital
AREG,placenta,1,,2_restricted
AREL1,,0,,4_broad
ARF1,bone marrow,1,0.0034126516897555847,1a_lymphoid
ARF3,"basal ganglia, cerebral cortex",2,,3_vital
ARF4,,0,,4_broad
ARF5,esophagus,1,,2_restricted
ARF6,esophagus,1,,2_restricted
ARFGAP1,"cerebellum, pituitary gland",2,,3_vital
ARFGAP2,skeletal muscle,1,,3_vital
ARFGAP3,"adrenal gland, pancreas",2,,3_vital
ARFGEF1,retina,1,,3_vital
ARFGEF2,parathyroid gland,1,,2_restricted
ARFGEF3,cerebellum,1,,3_vital
ARFIP1,,0,,4_broad
ARFIP2,,0,,4_broad
ARFRP1,,0,,4_broad
ARG1,liver,1,,3_vital
ARG2,parathyroid gland,1,,2_restricted
ARGFX,bone marrow,1,3.948674696331488e-06,1a_lymphoid
ARGLU1,cerebellum,1,,3_vital
ARHGAP1,blood vessel,1,,2_restricted
ARHGAP10,blood vessel,1,,2_restricted
ARHGAP11A,"bone marrow, thymus",2,0.00025052648461794744,1a_lymphoid
ARHGAP11B,bone marrow,1,3.0576580394371343e-16,1a_lymphoid
ARHGAP12,stomach,1,,2_restricted
ARHGAP15,"bone marrow, thymus",2,0.0009955400961148516,1a_lymphoid
ARHGAP17,spleen,1,0.016359645830965715,1a_lymphoid
ARHGAP18,,0,,4_broad
ARHGAP19,"bone marrow, testis, thymus",3,0.0034884752379955508,1a_lymphoid
ARHGAP20,"adipose tissue, seminal vesicle",2,,2_restricted
ARHGAP21,spinal cord,1,,3_vital
ARHGAP22,spinal cord,1,,3_vital
ARHGAP23,spinal cord,1,,3_vital
ARHGAP24,kidney,1,,3_vital
ARHGAP25,"lymph node, spleen, tonsil",3,0.002618006568014577,1a_lymphoid
ARHGAP26,bone marrow,1,6.308534031746947e-05,1a_lymphoid
ARHGAP27,esophagus,1,,2_restricted
ARHGAP28,testis,1,,1b_testis_CT
ARHGAP29,,0,,4_broad
ARHGAP30,"lymph node, spleen",2,0.021686644658228536,1a_lymphoid
ARHGAP31,lung,1,,3_vital
ARHGAP32,retina,1,,3_vital
ARHGAP33,,0,,4_broad
ARHGAP35,testis,1,,1b_testis_CT
ARHGAP36,"adrenal gland, pituitary gland",2,,3_vital
ARHGAP39,testis,1,,1b_testis_CT
ARHGAP4,"bone marrow, spleen",2,0.00010396278012179596,1a_lymphoid
ARHGAP40,"epididymis, skin",2,,2_restricted
ARHGAP42,retina,1,,3_vital
ARHGAP44,cerebellum,1,,3_vital
ARHGAP45,spleen,1,5.986077573791028e-06,1a_lymphoid
ARHGAP5,,0,,4_broad
ARHGAP6,"prostate, seminal vesicle",2,,2_restricted
ARHGAP8,"kidney, salivary gland",2,,3_vital
ARHGAP9,"bone marrow, spleen",2,2.3327472985486052e-05,1a_lymphoid
ARHGDIA,,0,,4_broad
ARHGDIB,bone marrow,1,2.44065633371167e-05,1a_lymphoid
ARHGDIG,"cerebellum, cerebral cortex",2,,3_vital
ARHGEF1,spleen,1,9.639110281757635e-06,1a_lymphoid
ARHGEF10,,0,,4_broad
ARHGEF10L,"blood vessel, cerebellum, liver",3,,3_vital
ARHGEF11,parathyroid gland,1,,2_restricted
ARHGEF12,parathyroid gland,1,,2_restricted
ARHGEF15,"adipose tissue, breast, heart muscle",3,,3_vital
ARHGEF16,"duodenum, small intestine",2,,2_restricted
ARHGEF17,blood vessel,1,,2_restricted
ARHGEF18,,0,,4_broad
ARHGEF19,skin,1,,2_restricted
ARHGEF2,spinal cord,1,,3_vital
ARHGEF25,colon,1,,2_restricted
ARHGEF26,colon,1,,2_restricted
ARHGEF28,kidney,1,,3_vital
ARHGEF3,parathyroid gland,1,,2_restricted
ARHGEF33,"cerebellum, testis",2,,3_vital
ARHGEF35,thyroid gland,1,,2_restricted
ARHGEF37,spinal cord,1,,3_vital
ARHGEF38,breast,1,,2_restricted
ARHGEF39,blood vessel,1,,2_restricted
ARHGEF4,"cerebral cortex, hippocampal formation",2,,3_vital
ARHGEF40,adrenal gland,1,,3_vital
ARHGEF5,"esophagus, skin",2,,2_restricted
ARHGEF6,skeletal muscle,1,,3_vital
ARHGEF7,cerebellum,1,,3_vital
ARHGEF9,retina,1,,3_vital
ARID1A,"bone marrow, thymus",2,1.862815315913478e-05,1a_lymphoid
ARID1B,skeletal muscle,1,,3_vital
ARID2,"testis, thymus",2,0.038880441034354785,1a_lymphoid
ARID3A,"placenta, testis",2,,2_restricted
ARID3B,"bone marrow, testis",2,0.0007047745882281085,1a_lymphoid
ARID3C,liver,1,,3_vital
ARID4A,bone marrow,1,2.591696150650722e-10,1a_lymphoid
ARID4B,bone marrow,1,5.123425671381927e-06,1a_lymphoid
ARID5A,blood vessel,1,,2_restricted
ARID5B,skeletal muscle,1,,3_vital
ARIH1,"skeletal muscle, testis",2,,3_vital
ARIH2,"skeletal muscle, tongue",2,,3_vital
ARL1,,0,,4_broad
ARL10,skin,1,,2_restricted
ARL11,lymph node,1,0.00020065344513422995,1a_lymphoid
ARL13A,testis,1,,1b_testis_CT
ARL13B,retina,1,,3_vital
ARL14,"gallbladder, stomach",2,,2_restricted
ARL14EP,,0,,4_broad
ARL14EPL,bone marrow,1,0.0028837561273301004,1a_lymphoid
ARL15,placenta,1,,2_restricted
ARL16,,0,,4_broad
ARL17A,"epididymis, retina",2,,3_vital
ARL17B,skin,1,,2_restricted
ARL2,basal ganglia,1,,3_vital
ARL2BP,,0,,4_broad
ARL3,retina,1,,3_vital
ARL4A,testis,1,,1b_testis_CT
ARL4C,"bone marrow, thymus",2,0.004751914496031597,1a_lymphoid
ARL4D,"esophagus, retina",2,,3_vital
ARL5A,,0,,4_broad
ARL5B,liver,1,,3_vital
ARL5C,thymus,1,7.084733291098065e-33,1a_lymphoid
ARL6,retina,1,,3_vital
ARL6IP1,liver,1,,3_vital
ARL6IP4,skeletal muscle,1,,3_vital
ARL6IP5,heart muscle,1,,3_vital
ARL6IP6,skeletal muscle,1,,3_vital
ARL8A,spinal cord,1,,3_vital
ARL8B,skeletal muscle,1,,3_vital
ARL9,"choroid plexus, testis",2,,3_vital
ARMC1,,0,,4_broad
ARMC10,,0,,4_broad
ARMC12,testis,1,,1b_testis_CT
ARMC2,"retina, testis",2,,3_vital
ARMC3,"choroid plexus, fallopian tube",2,,3_vital
ARMC5,liver,1,,3_vital
ARMC6,liver,1,,3_vital
ARMC7,kidney,1,,3_vital
ARMC8,bone marrow,1,4.0717611917958975e-07,1a_lymphoid
ARMC9,retina,1,,3_vital
ARMCX1,ovary,1,,2_restricted
ARMCX2,epididymis,1,,2_restricted
ARMCX3,"epididymis, parathyroid gland",2,,2_restricted
ARMCX4,ovary,1,,2_restricted
ARMCX5,,0,,4_broad
ARMCX5-GPRASP2,cerebellum,1,,3_vital
ARMCX6,,0,,4_broad
ARMH1,"fallopian tube, testis",2,,2_restricted
ARMH2,testis,1,,1b_testis_CT
ARMH3,bone marrow,1,0.0358882362984187,1a_lymphoid
ARMH4,kidney,1,,3_vital
ARMS2,testis,1,,1b_testis_CT
ARMT1,"kidney, liver",2,,3_vital
ARNT,,0,,4_broad
ARNT2,"basal ganglia, cerebral cortex",2,,3_vital
ARPC1A,,0,,4_broad
ARPC1B,spleen,1,0.0006309951160974507,1a_lymphoid
ARPC2,tonsil,1,0.017650696239738625,1a_lymphoid
ARPC3,bone marrow,1,0.00017746680474399495,1a_lymphoid
ARPC4,tonsil,1,0.04569616592879512,1a_lymphoid
ARPC4-TTLL3,bone marrow,1,3.166032589921692e-08,1a_lymphoid
ARPC5,,0,,4_broad
ARPC5L,,0,,4_broad
ARPIN,pancreas,1,,3_vital
ARPIN-AP3S2,liver,1,,3_vital
ARPP19,basal ganglia,1,,3_vital
ARPP21,basal ganglia,1,,3_vital
ARR3,retina,1,,3_vital
ARRB1,lung,1,,3_vital
ARRB2,"bone marrow, spleen",2,1.509603655151496e-08,1a_lymphoid
ARRDC1,,0,,4_broad
ARRDC2,skeletal muscle,1,,3_vital
ARRDC3,bone marrow,1,9.576025611317555e-06,1a_lymphoid
ARRDC4,spinal cord,1,,3_vital
ARRDC5,testis,1,,1b_testis_CT
ARSA,,0,,4_broad
ARSB,kidney,1,,3_vital
ARSD,,0,,4_broad
ARSF,"kidney, skin",2,,3_vital
ARSG,epididymis,1,,2_restricted
ARSH,"breast, epididymis",2,,2_restricted
ARSI,skin,1,,2_restricted
ARSJ,,0,,4_broad
ARSK,parathyroid gland,1,,2_restricted
ARSL,"liver, pancreas",2,,3_vital
ART1,"skeletal muscle, tongue",2,,3_vital
ART3,skeletal muscle,1,,3_vital
ART4,liver,1,,3_vital
ART5,testis,1,,1b_testis_CT
ARTN,prostate,1,,2_restricted
ARV1,,0,,4_broad
ARVCF,cerebellum,1,,3_vital
ARX,ovary,1,,2_restricted
AS3MT,adrenal gland,1,,3_vital
ASAH1,heart muscle,1,,3_vital
ASAH2,"duodenum, small intestine",2,,2_restricted
ASAH2B,"duodenum, small intestine",2,,2_restricted
ASAP1,bone marrow,1,0.0005395824576202916,1a_lymphoid
ASAP2,testis,1,,1b_testis_CT
ASAP3,ovary,1,,2_restricted
ASB1,,0,,4_broad
ASB10,skeletal muscle,1,,3_vital
ASB11,"skeletal muscle, tongue",2,,3_vital
ASB12,"skeletal muscle, tongue",2,,3_vital
ASB13,liver,1,,3_vital
ASB14,"skeletal muscle, tongue",2,,3_vital
ASB15,"skeletal muscle, tongue",2,,3_vital
ASB16,skeletal muscle,1,,3_vital
ASB17,testis,1,,1b_testis_CT
ASB18,"heart muscle, skeletal muscle",2,,3_vital
ASB2,skeletal muscle,1,,3_vital
ASB3,,0,,4_broad
ASB4,"adrenal gland, skeletal muscle",2,,3_vital
ASB5,skeletal muscle,1,,3_vital
ASB6,bone marrow,1,0.022574833340340668,1a_lymphoid
ASB7,bone marrow,1,2.88472603135695e-06,1a_lymphoid
ASB8,"skeletal muscle, tongue",2,,3_vital
ASB9,"liver, testis",2,,3_vital
ASCC1,spinal cord,1,,3_vital
ASCC2,bone marrow,1,0.010264675956121686,1a_lymphoid
ASCC3,,0,,4_broad
ASCL1,pituitary gland,1,,3_vital
ASCL2,"salivary gland, skin",2,,2_restricted
ASCL3,salivary gland,1,,2_restricted
ASCL4,tonsil,1,6.466003284331172e-06,1a_lymphoid
ASCL5,pancreas,1,,3_vital
ASDURF,lymph node,1,0.027267579853308577,1a_lymphoid
ASF1A,thymus,1,0.010365734002789194,1a_lymphoid
ASF1B,testis,1,,1b_testis_CT
ASGR1,liver,1,,3_vital
ASGR2,liver,1,,3_vital
ASH1L,,0,,4_broad
ASH2L,testis,1,,1b_testis_CT
ASIC1,"cerebellum, cerebral cortex",2,,3_vital
ASIC2,cerebral cortex,1,,3_vital
ASIC3,cerebellum,1,,3_vital
ASIC4,pituitary gland,1,,3_vital
ASIC5,"duodenum, small intestine",2,,2_restricted
ASIP,"heart muscle, ovary",2,,3_vital
ASL,liver,1,,3_vital
ASMT,choroid plexus,1,,3_vital
ASMTL,,0,,4_broad
ASNS,pancreas,1,,3_vital
ASNSD1,"skeletal muscle, tongue",2,,3_vital
ASPA,kidney,1,,3_vital
ASPDH,liver,1,,3_vital
ASPG,"heart muscle, liver",2,,3_vital
ASPH,"adipose tissue, skeletal muscle",2,,3_vital
ASPHD1,basal ganglia,1,,3_vital
ASPHD2,"basal ganglia, cerebellum",2,,3_vital
ASPM,"bone marrow, thymus",2,1.4552200704578755e-09,1a_lymphoid
ASPN,"blood vessel, smooth muscle",2,,2_restricted
ASPRV1,skin,1,,2_restricted
ASPSCR1,liver,1,,3_vital
ASRGL1,basal ganglia,1,,3_vital
ASS1,"kidney, liver",2,,3_vital
ASTE1,,0,,4_broad
ASTL,bone marrow,1,8.025157323813207e-11,1a_lymphoid
ASTN1,cerebral cortex,1,,3_vital
ASTN2,,0,,4_broad
ASXL1,,0,,4_broad
ASXL2,testis,1,,1b_testis_CT
ASXL3,ovary,1,,2_restricted
ASZ1,testis,1,,1b_testis_CT
ATAD1,skeletal muscle,1,,3_vital
ATAD2,"bone marrow, thymus",2,0.0007522390577254887,1a_lymphoid
ATAD2B,thymus,1,0.04691782191777823,1a_lymphoid
ATAD3A,skeletal muscle,1,,3_vital
ATAD3B,,0,,4_broad
ATAD3C,liver,1,,3_vital
ATAD5,bone marrow,1,1.170423754222454e-13,1a_lymphoid
ATAT1,,0,,4_broad
ATCAY,cerebral cortex,1,,3_vital
ATE1,,0,,4_broad
ATF1,,0,,4_broad
ATF2,,0,,4_broad
ATF3,"smooth muscle, urinary bladder",2,,2_restricted
ATF4,,0,,4_broad
ATF5,liver,1,,3_vital
ATF6,pancreas,1,,3_vital
ATF6B,,0,,4_broad
ATF7,blood vessel,1,,2_restricted
ATF7-NPFF,"bone marrow, lung",2,0.03559098964965988,3_vital
ATF7IP,,0,,4_broad
ATF7IP2,testis,1,,1b_testis_CT
ATG10,"parathyroid gland, testis",2,,2_restricted
ATG101,,0,,4_broad
ATG12,,0,,4_broad
ATG13,testis,1,,1b_testis_CT
ATG14,bone marrow,1,8.541974609430492e-12,1a_lymphoid
ATG16L1,cerebellum,1,,3_vital
ATG16L2,"bone marrow, spleen",2,3.0351999433558467e-05,1a_lymphoid
ATG2A,"bone marrow, liver",2,0.0032804911004370926,3_vital
ATG2B,,0,,4_broad
ATG3,"bone marrow, spinal cord, testis",3,0.00212885746139817,3_vital
ATG4A,,0,,4_broad
ATG4B,cerebellum,1,,3_vital
ATG4C,,0,,4_broad
ATG4D,skeletal muscle,1,,3_vital
ATG5,,0,,4_broad
ATG7,bone marrow,1,0.002602824930772957,1a_lymphoid
ATG9A,skeletal muscle,1,,3_vital
ATG9B,esophagus,1,,2_restricted
ATIC,,0,,4_broad
ATL1,cerebral cortex,1,,3_vital
ATL2,,0,,4_broad
ATL3,blood vessel,1,,2_restricted
ATM,lymph node,1,0.0014511411113698849,1a_lymphoid
ATMIN,,0,,4_broad
ATN1,,0,,4_broad
ATOH1,"colon, rectum, small intestine",3,,2_restricted
ATOH7,"cerebral cortex, liver",2,,3_vital
ATOH8,"blood vessel, skeletal muscle",2,,3_vital
ATOSA,skeletal muscle,1,,3_vital
ATOSB,bone marrow,1,0.021150539581204254,1a_lymphoid
ATOX1,choroid plexus,1,,3_vital
ATP10A,blood vessel,1,,2_restricted
ATP10B,"colon, rectum",2,,2_restricted
ATP10D,placenta,1,,2_restricted
ATP11A,lung,1,,3_vital
ATP11B,bone marrow,1,0.0005321058362066976,1a_lymphoid
ATP11C,liver,1,,3_vital
ATP12A,"esophagus, tonsil",2,7.697307507716728e-07,1a_lymphoid
ATP13A1,,0,,4_broad
ATP13A2,cerebral cortex,1,,3_vital
ATP13A3,liver,1,,3_vital
ATP13A4,"epididymis, parathyroid gland, thyroid gland",3,,2_restricted
ATP13A5,choroid plexus,1,,3_vital
ATP1A1,parathyroid gland,1,,2_restricted
ATP1A2,skeletal muscle,1,,3_vital
ATP1A3,"cerebral cortex, retina",2,,3_vital
ATP1A4,testis,1,,1b_testis_CT
